ssc_issue_key,title,factor,ssc_severity,feasibility_category,proposed_test_method,exact_observation_or_evidence,proposed_rule_logic,required_executor,required_external_data,authoritative_reference_type,authoritative_reference,implementation_complexity,confidence,notes,current_platform_support
dos_attack_attempt_detected,DOS Attack Attempt Detected,ip_reputation,low,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'DOS Attack Attempt Detected' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
exploited_product,Products Susceptible To Ransomware Exploits Exposed,ip_reputation,low,TESTABLE_WITH_ENRICHMENT,Identify exposed product/version using safe fingerprinting or authenticated inventory and correlate affected CVEs with CISA KEV ransomware-use metadata.,"Endpoint, product/version/CPE evidence, CVE IDs, KEV dataset revision, ransomware-use flag and confidence.","Finding when an exposed, confidently identified affected version maps to a KEV entry associated with ransomware; no exploit validation.",FINGERPRINT+SBOM+CVE+KEV,"NVD/CPE, vendor advisories and CISA KEV",NVD / CISA / vendor advisory,https://www.cisa.gov/known-exploited-vulnerabilities-catalog; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,The factor name does not change this into an IP-reputation inference.,PARTIAL
general_scan_detected,General Scan Detected,ip_reputation,info,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'General Scan Detected' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
infected_by_targeted_attack,Infected by Targeted Attack,ip_reputation,info,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Infected by Targeted Attack' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
ip_black_list_due_malicious_activity,IP on blacklist due to malicious activity,ip_reputation,medium,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'IP on blacklist due to malicious activity' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
known_compromised_or_hostile_host,Known compromised or Hostile Host,ip_reputation,medium,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Known compromised or Hostile Host' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
mail_server_unusual_port,SMTP Server on Unusual Port,ip_reputation,medium,DIRECTLY_TESTABLE,Probe only an explicit approved SMTP-port allowlist and perform a minimal SMTP greeting/EHLO exchange without sending mail or credentials.,"IP, port, TCP result, SMTP greeting code/banner hash, EHLO result and approved-port policy version.",Finding when a verified SMTP service listens on a port classified as unusual by internal policy; open TCP alone is insufficient.,TCP_SMTP,None,IETF SMTP / IANA registry / internal policy,https://www.rfc-editor.org/rfc/rfc5321.html; https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml,LOW,HIGH,"No relay test, recipient enumeration or message submission.",PARTIAL
malicious_botnet_c_and_c_server_detected,Malicious botnet C2 server detected,ip_reputation,high,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Malicious botnet C2 server detected' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
malicious_scan_detected,Malicious Scan Detected,ip_reputation,high,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Malicious Scan Detected' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
malicious_tor_exit_node_detected,Malicious TOR Exit Node Detected,ip_reputation,high,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Malicious TOR Exit Node Detected' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Tor Project signed consensus/exit data plus internal traffic telemetry,Reputable threat-intelligence source / internal telemetry,https://spec.torproject.org/dir-spec/publishing-consensus.html,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
malicious_tor_relay_router_node_detected,Malicious TOR Relay/Router Node Detected,ip_reputation,low,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Malicious TOR Relay/Router Node Detected' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Tor Project signed consensus/exit data plus internal traffic telemetry,Reputable threat-intelligence source / internal telemetry,https://spec.torproject.org/dir-spec/publishing-consensus.html,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
malicious_user_agent_detected,Malicious User Agent Detected,ip_reputation,low,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Malicious User Agent Detected' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
malware_detected,Malware Detected,ip_reputation,high,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Malware Detected' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
malware_infection,Malware Infection,ip_reputation,low,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Malware Infection' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
malware_infection_trail,Malware Infection Trail,ip_reputation,low,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Malware Infection Trail' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
mirai_botnet_traffic_detected,Mirai Botnet Traffic Detected,ip_reputation,medium,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Mirai Botnet Traffic Detected' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
pva_installation,Potentially Vulnerable Application (PVA) Installation,ip_reputation,high,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Potentially Vulnerable Application (PVA) Installation' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
pva_installation_trail,Potentially Vulnerable Application Installation (PVA) Trail,ip_reputation,low,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Potentially Vulnerable Application Installation (PVA) Trail' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
ransomware_infection,Ransomware Infection Detected,ip_reputation,high,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Ransomware Infection Detected' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
ransomware_infection_trail,Ransomware Infection Trail Detected,ip_reputation,high,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Ransomware Infection Trail Detected' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
alleged_first_party_breach,Alleged Breach Originator,leaked_information,info,EXTERNAL_DATA_REQUIRED,"Ingest a lawful, approved external breach/leak feed or internal DLP/IDS event and normalize provider assertions without collecting exposed content unnecessarily.","Provider/internal event ID, asserted party role, event type, first/last seen, confidence and analyst disposition; sensitive content minimized.",Finding only when a provenance-bearing event maps unambiguously to the organization and passes confidence/recency policy; allegations remain labeled as allegations.,EXTERNAL_INTEL_INGEST,Breach-intelligence or IDS/DLP event feed with provenance,Reputable threat-intelligence source / internal telemetry,https://www.misp-project.org/; https://attack.mitre.org/,HIGH,MEDIUM,"Perimeter probing cannot independently observe breach, credential-corpus, or leak events. Privacy/legal review is mandatory.",NOT_SUPPORTED
alleged_third_party_breach,Alleged Breach Impacted,leaked_information,info,EXTERNAL_DATA_REQUIRED,"Ingest a lawful, approved external breach/leak feed or internal DLP/IDS event and normalize provider assertions without collecting exposed content unnecessarily.","Provider/internal event ID, asserted party role, event type, first/last seen, confidence and analyst disposition; sensitive content minimized.",Finding only when a provenance-bearing event maps unambiguously to the organization and passes confidence/recency policy; allegations remain labeled as allegations.,EXTERNAL_INTEL_INGEST,Breach-intelligence or IDS/DLP event feed with provenance,Reputable threat-intelligence source / internal telemetry,https://www.misp-project.org/; https://attack.mitre.org/,HIGH,MEDIUM,"Perimeter probing cannot independently observe breach, credential-corpus, or leak events. Privacy/legal review is mandatory.",NOT_SUPPORTED
attempted_information_leak,Attempted Information Leak,leaked_information,low,EXTERNAL_DATA_REQUIRED,"Ingest a lawful, approved external breach/leak feed or internal DLP/IDS event and normalize provider assertions without collecting exposed content unnecessarily.","Provider/internal event ID, asserted party role, event type, first/last seen, confidence and analyst disposition; sensitive content minimized.",Finding only when a provenance-bearing event maps unambiguously to the organization and passes confidence/recency policy; allegations remain labeled as allegations.,EXTERNAL_INTEL_INGEST,Breach-intelligence or IDS/DLP event feed with provenance,Reputable threat-intelligence source / internal telemetry,https://www.misp-project.org/; https://attack.mitre.org/,HIGH,MEDIUM,"Perimeter probing cannot independently observe breach, credential-corpus, or leak events. Privacy/legal review is mandatory.",NOT_SUPPORTED
compromised_credentials_found,Credentials at Risk for Up to 120 days,leaked_information,low,EXTERNAL_DATA_REQUIRED,"Ingest a lawful, approved external breach/leak feed or internal DLP/IDS event and normalize provider assertions without collecting exposed content unnecessarily.","Provider event ID, account-domain match, credential type, breach/first-seen date, age bucket and remediation state; secret/password value never stored.",Finding only when a provenance-bearing event maps unambiguously to the organization and passes confidence/recency policy; allegations remain labeled as allegations.,EXTERNAL_INTEL_INGEST,Licensed breach/credential corpus with lawful provenance and privacy controls,Reputable threat-intelligence source / internal telemetry,https://pages.nist.gov/800-63-4/sp800-63b.html,HIGH,MEDIUM,"Perimeter probing cannot independently observe breach, credential-corpus, or leak events. Privacy/legal review is mandatory.",NOT_SUPPORTED
confirmed_first_party_breach,Confirmed Breach Originator,leaked_information,info,EXTERNAL_DATA_REQUIRED,"Ingest a lawful, approved external breach/leak feed or internal DLP/IDS event and normalize provider assertions without collecting exposed content unnecessarily.","Provider/internal event ID, asserted party role, event type, first/last seen, confidence and analyst disposition; sensitive content minimized.",Finding only when a provenance-bearing event maps unambiguously to the organization and passes confidence/recency policy; allegations remain labeled as allegations.,EXTERNAL_INTEL_INGEST,Breach-intelligence or IDS/DLP event feed with provenance,Reputable threat-intelligence source / internal telemetry,https://www.misp-project.org/; https://attack.mitre.org/,HIGH,MEDIUM,"Perimeter probing cannot independently observe breach, credential-corpus, or leak events. Privacy/legal review is mandatory.",NOT_SUPPORTED
confirmed_third_party_breach,Confirmed Breach Impacted,leaked_information,info,EXTERNAL_DATA_REQUIRED,"Ingest a lawful, approved external breach/leak feed or internal DLP/IDS event and normalize provider assertions without collecting exposed content unnecessarily.","Provider/internal event ID, asserted party role, event type, first/last seen, confidence and analyst disposition; sensitive content minimized.",Finding only when a provenance-bearing event maps unambiguously to the organization and passes confidence/recency policy; allegations remain labeled as allegations.,EXTERNAL_INTEL_INGEST,Breach-intelligence or IDS/DLP event feed with provenance,Reputable threat-intelligence source / internal telemetry,https://www.misp-project.org/; https://attack.mitre.org/,HIGH,MEDIUM,"Perimeter probing cannot independently observe breach, credential-corpus, or leak events. Privacy/legal review is mandatory.",NOT_SUPPORTED
exploit_attempt_detected,Exploit Attempt Detected,leaked_information,medium,EXTERNAL_DATA_REQUIRED,"Ingest a lawful, approved external breach/leak feed or internal DLP/IDS event and normalize provider assertions without collecting exposed content unnecessarily.","Provider/internal event ID, asserted party role, event type, first/last seen, confidence and analyst disposition; sensitive content minimized.",Finding only when a provenance-bearing event maps unambiguously to the organization and passes confidence/recency policy; allegations remain labeled as allegations.,EXTERNAL_INTEL_INGEST,Breach-intelligence or IDS/DLP event feed with provenance,Reputable threat-intelligence source / internal telemetry,https://www.misp-project.org/; https://attack.mitre.org/,HIGH,MEDIUM,"Perimeter probing cannot independently observe breach, credential-corpus, or leak events. Privacy/legal review is mandatory.",NOT_SUPPORTED
historical_compromised_credentials_found,Credentials at Risk For Up to Two Years,leaked_information,info,EXTERNAL_DATA_REQUIRED,"Ingest a lawful, approved external breach/leak feed or internal DLP/IDS event and normalize provider assertions without collecting exposed content unnecessarily.","Provider event ID, account-domain match, credential type, breach/first-seen date, age bucket and remediation state; secret/password value never stored.",Finding only when a provenance-bearing event maps unambiguously to the organization and passes confidence/recency policy; allegations remain labeled as allegations.,EXTERNAL_INTEL_INGEST,Licensed breach/credential corpus with lawful provenance and privacy controls,Reputable threat-intelligence source / internal telemetry,https://pages.nist.gov/800-63-4/sp800-63b.html,HIGH,MEDIUM,"Perimeter probing cannot independently observe breach, credential-corpus, or leak events. Privacy/legal review is mandatory.",NOT_SUPPORTED
bitcoin_server,Bitcoin Server Exposed,network_security,info,DIRECTLY_TESTABLE,"On approved ports/networks, perform a minimal non-authenticating Bitcoin version/verack exchange and stop after identification.","IP/port/transport, request type, protocol-valid response/magic/version, banner hash and stop reason.",Positive only when a protocol-valid Bitcoin version/verack response is received; TCP/UDP reachability alone is insufficient.,PROTOCOL_PROBE,None,Protocol/vendor specification,https://developer.bitcoin.org/reference/p2p_networking.html,MEDIUM,HIGH,"No enumeration, login, commands or state changes.",PARTIAL
cdn_hosting,CDN Used,network_security,low,TESTABLE_WITH_ENRICHMENT,"Combine safe protocol handshakes with DNS, TLS and HTTP fingerprints and match them against a reviewed versioned product/provider signature catalog.","IP/port, protocol evidence, DNS/CNAME/ASN where applicable, TLS/HTTP indicators, matched product/provider, confidence and catalog version.",Positive only when independent indicators meet the catalog threshold for 'CDN Used'; open port alone is insufficient.,TCP+HTTP+TLS+DNS_FINGERPRINT,Versioned product/provider signatures; vendor protocol documentation,Vendor documentation / protocol specifications,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml; vendor documentation for matched product,HIGH,MEDIUM,Safe identification only; no login or exploit validation.,PARTIAL
cobalt_strike_c2_service,Cobalt Strike C2 server detected,network_security,medium,EXTERNAL_DATA_REQUIRED,Correlate approved threat-intelligence indicators and internal network detection events to the in-scope asset and observation time.,"Indicator/event ID, IP/port, classification, first/last seen, traffic direction, confidence and dataset/signature version.",Finding only when provenance-bearing intelligence or protocol-aware telemetry explicitly supports 'Cobalt Strike C2 server detected'; do not classify from a generic banner or port.,EXTERNAL_INTEL_INGEST,Approved C2/signature intelligence and internal IDS/flow telemetry,Reputable threat-intelligence source / internal telemetry,https://attack.mitre.org/; https://www.misp-project.org/,MEDIUM,MEDIUM,These identities/traffic claims are not reliably established by a safe one-shot perimeter probe.,NOT_SUPPORTED
exposed_embedded_iot_web_server,Embedded IOT Web Server Exposed,network_security,low,TESTABLE_WITH_ENRICHMENT,"Combine safe protocol handshakes with DNS, TLS and HTTP fingerprints and match them against a reviewed versioned product/provider signature catalog.","IP/port, protocol evidence, DNS/CNAME/ASN where applicable, TLS/HTTP indicators, matched product/provider, confidence and catalog version.",Positive only when independent indicators meet the catalog threshold for 'Embedded IOT Web Server Exposed'; open port alone is insufficient.,TCP+HTTP+TLS+DNS_FINGERPRINT,Versioned product/provider signatures; vendor protocol documentation,Vendor documentation / protocol specifications,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml; vendor documentation for matched product,HIGH,MEDIUM,Safe identification only; no login or exploit validation.,PARTIAL
exposed_mac_airport_device,Apple AirPort Device Detected,network_security,low,TESTABLE_WITH_ENRICHMENT,"Combine safe protocol handshakes with DNS, TLS and HTTP fingerprints and match them against a reviewed versioned product/provider signature catalog.","IP/port, protocol evidence, DNS/CNAME/ASN where applicable, TLS/HTTP indicators, matched product/provider, confidence and catalog version.",Positive only when independent indicators meet the catalog threshold for 'Apple AirPort Device Detected'; open port alone is insufficient.,TCP+HTTP+TLS+DNS_FINGERPRINT,Versioned product/provider signatures; vendor protocol documentation,Vendor documentation / protocol specifications,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml; vendor documentation for matched product,HIGH,MEDIUM,Safe identification only; no login or exploit validation.,PARTIAL
exposed_mobile_printing_service,Mobile Printing Service Detected,network_security,low,DIRECTLY_TESTABLE,"On approved ports/networks, perform a minimal non-authenticating IPP Get-Printer-Attributes exchange and stop after identification.","IP/port/transport, request type, protocol-valid response/magic/version, banner hash and stop reason.",Positive only when a protocol-valid IPP Get-Printer-Attributes response is received; TCP/UDP reachability alone is insufficient.,PROTOCOL_PROBE,None,Protocol/vendor specification,https://www.rfc-editor.org/rfc/rfc8011.html,MEDIUM,HIGH,"No enumeration, login, commands or state changes.",PARTIAL
exposed_network_attached_storage_device,Network Attached Storage Device Exposed,network_security,high,TESTABLE_WITH_ENRICHMENT,"Combine safe protocol handshakes with DNS, TLS and HTTP fingerprints and match them against a reviewed versioned product/provider signature catalog.","IP/port, protocol evidence, DNS/CNAME/ASN where applicable, TLS/HTTP indicators, matched product/provider, confidence and catalog version.",Positive only when independent indicators meet the catalog threshold for 'Network Attached Storage Device Exposed'; open port alone is insufficient.,TCP+HTTP+TLS+DNS_FINGERPRINT,Versioned product/provider signatures; vendor protocol documentation,Vendor documentation / protocol specifications,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml; vendor documentation for matched product,HIGH,MEDIUM,Safe identification only; no login or exploit validation.,PARTIAL
exposed_printer,Printer Detected,network_security,medium,TESTABLE_WITH_ENRICHMENT,"Combine safe protocol handshakes with DNS, TLS and HTTP fingerprints and match them against a reviewed versioned product/provider signature catalog.","IP/port, protocol evidence, DNS/CNAME/ASN where applicable, TLS/HTTP indicators, matched product/provider, confidence and catalog version.",Positive only when independent indicators meet the catalog threshold for 'Printer Detected'; open port alone is insufficient.,TCP+HTTP+TLS+DNS_FINGERPRINT,Versioned product/provider signatures; vendor protocol documentation,Vendor documentation / protocol specifications,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml; vendor documentation for matched product,HIGH,MEDIUM,Safe identification only; no login or exploit validation.,PARTIAL
industrial_control_device,Industrial Control System Device Accessible,network_security,medium,TESTABLE_WITH_ENRICHMENT,"Combine safe protocol handshakes with DNS, TLS and HTTP fingerprints and match them against a reviewed versioned product/provider signature catalog.","IP/port, protocol evidence, DNS/CNAME/ASN where applicable, TLS/HTTP indicators, matched product/provider, confidence and catalog version.",Positive only when independent indicators meet the catalog threshold for 'Industrial Control System Device Accessible'; open port alone is insufficient.,TCP+HTTP+TLS+DNS_FINGERPRINT,Versioned product/provider signatures; vendor protocol documentation,Vendor documentation / protocol specifications,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml; vendor documentation for matched product,HIGH,MEDIUM,Safe identification only; no login or exploit validation.,PARTIAL
